"symbol"
"USP40"
"POMGNT1"
"RAD54L"
"MAST2"
"DNAJA1"
"B4GALT1"
"NFX1"
"IPO11"
"EIF2AK1"
"SEPHS1"
"MRPL28"
"RBM22"
"TMED2"
"TXLNG"
"HUWE1"
"ZW10"
"ALG9"
"MTMR2"
"SRRT"
"NLK"
"PIGS"
"ATXN7L3"
"PGS1"
"PSMC5"
"UIMC1"
"OGFOD1"
"NOP14"
"L2HGDH"
"GMCL1"
"SF3B2"
"AURKA"
"METTL2A"
"ALG6"
"PTPN4"
"DDX18"
"KHSRP"
"KHSRP.1"
"EDEM2"
"DNMT3B"
"TPX2"
"PDRG1"
"EPB41L1"
"ANKRD10"
"TGDS"
"KIF9"
"CRLS1"
"PPP1R13B"
"FKBP1A"
"FKBP1A.1"
"NSFL1C"
"ZNF343"
"MAVS"
"LZTS3"
"XRN2"
"DYNLL1"
"SNX5"
"MAPKAPK5"
"RBBP9"
"ANAPC5"
"SLC8B1"
"TMEM230"
"DZANK1"
"KDM2B"
"KDM2B.1"
"TASP1"
"GCN1"
"PXN"
"TRMT6"
"BRAP"
"ERP29"
"FUS"
"ZNF302"
"CMTM1"
"GANAB"
"BIRC5"
"MLF2"
"DDX24"
"ZBTB25"
"RCOR1"
"GPATCH2L"
"SPTLC1"
"PAPOLA"
"CCNK"
"PCBP4"
"NUDC"
"MAEA"
"MUL1"
"TFAP4"
"PDCD7"
"SPG21"
"DNAJB11"
"ZNF268"
"GOLGA3"
"USP48"
"GLG1"
"KIF4A"
"TNRC6A"
"RBM27"
"PUS7"
"CMTM6"
"ITGA6"
"FH"
"CDV3"
"ALKBH5"
"ORC6"
"ZC3HC1"
"TMEM101"
"HAUS4"
"HAUS4.1"
"OSGEP"
"RNF31"
"SCFD1"
"G2E3"
"HNRNPC"
"SUPT16H"
"TOX4"
"GEMIN2"
"TINF2"
"TRPM7"
"WDR76"
"CAPN3"
"AGO1"
"CLSPN"
"RFFL"
"MFSD11"
"GPATCH2"
"NUP50"
"CDC45"
"COMT"
"COMT.1"
"ECHDC1"
"SEC22C"
"XYLB"
"HDAC6"
"CDC23"
"AAAS"
"CBX5"
"CBX5.1"
"SUCO"
"MSH2"
"DHPS"
"HOOK2"
"ARCN1"
"TMEM38B"
"PSMD5"
"NUP188"
"CWF19L1"
"SEMA4G"
"BTAF1"
"IKZF5"
"WAC"
"NUBP2"
"HIVEP1"
"SRPK1"
"BRPF3"
"TMEM14A"
"EFHC1"
"HSP90AB1"
"CDC5L"
"ZNF184"
"HNRNPH3"
"ACOT7"
"CDC7"
"TMED1"
"FBXL19"
"SETD1A"
"HNRNPM"
"CDC34"
"MTAP"
"CEP170B"
"POLR2E"
"POLRMT"
"RASSF7"
"ARVCF"
"TRMT2A"
"RANBP1"
"ZDHHC8"
"CRKL"
"SMARCB1"
"BCL2L13"
"DDTL"
"CABIN1"
"SF3A1"
"RNF215"
"SPECC1L"
"PPIL2"
"SNRPD3"
"PES1"
"MAPK1"
"CARD10"
"LRP5L"
"SLC25A1"
"GGA1"
"HIRA"
"SH3BP1"
"HPS4"
"SRRD"
"PATZ1"
"TRIOBP"
"TFIP11"
"GCAT"
"ANKRD54"
"ANKRD54.1"
"SNU13"
"POLR2F"
"CCDC134"
"DEPDC5"
"PICK1"
"CENPM"
"DDX17"
"DMC1"
"TCF20"
"HSCB"
"TOMM22"
"RTCB"
"JOSD1"
"FBXO7"
"GTPBP1"
"POLDIP3"
"PPP6R2"
"SBF1"
"DNAL4"
"LMF2"
"RHBDD3"
"PACSIN2"
"AP1B1"
"HMGXB4"
"MCAT"
"THOC5"
"MCM5"
"TTLL12"
"TAB1"
"ASCC2"
"MIEF1"
"MYH9"
"SAMM50"
"EIF3D"
"SGSM3"
"KIAA0930"
"SLC25A17"
"ST13"
"RBX1"
"EP300"
"EP300.1"
"L3MBTL2"
"RANGAP1"
"ZC3H7B"
"PHF5A"
"POLR3H"
"TRMU"
"DESI1"
"BRD1"
"ZBED4"
"ABHD4"
"KHNYN"
"FKBP3"
"SDR39U1"
"RBM23"
"PRMT5"
"POLE2"
"VCPKMT"
"SOS2"
"PSMC6"
"GNPNAT1"
"DDHD1"
"CDKN3"
"CNIH1"
"PIGH"
"PSMA3"
"KIAA0586"
"TMED8"
"AHSA1"
"ALKBH1"
"SNW1"
"CEP128"
"ERH"
"EIF5"
"DICER1"
"MTHFD1"
"ZC3H14"
"TELO2"
"VRK1"
"PSMC1"
"PPP4R3A"
"C14orf93"
"PSMB5"
"YY1"
"YY1.1"
"ACIN1"
"CCNB1IP1"
"TRIP11"
"APEX1"
"PABPN1"
"CINP"
"SRP54"
"CHD8"
"DCAF11"
"PSMA6"
"EMC9"
"BRMS1L"
"TM9SF1"
"GMPR2"
"PNN"
"PCIF1"
"GSS"
"TRPC4AP"
"ABHD12"
"GINS1"
"NINL"
"UQCC1"
"ZMYND8"
"IFT52"
"MYBL2"
"HNF4A"
"NDRG3"
"PABPC1L"
"STK4"
"ADNP"
"CSTF1"
"RAE1"
"CDC25B"
"NDUFAF5"
"CSNK2A1"
"HM13"
"SEC23B"
"TM9SF4"
"CRNKL1"
"POFUT1"
"POFUT1.1"
"KIF3B"
"NOP56"
"NOP56.1"
"MANBAL"
"IDH3B"
"MAPRE1"
"CDK5RAP1"
"TTI1"
"E2F1"
"RPRD1B"
"PXMP4"
"CHMP4B"
"ACTR5"
"AHCY"
"DHX35"
"PIGU"
"APMAP"
"ADNP2"
"RBFA"
"USP14"
"VAPA"
"METTL4"
"CEP76"
"CEP192"
"RNMT"
"ANKRD12"
"POLI"
"MIB1"
"CSTF2"
"PSMD10"
"PGRMC1"
"POLA1"
"PRPS2"
"AMMECR1"
"SUV39H1"
"XIAP"
"STAG2"
"CCDC22"
"NAA10"
"ZC3H12B"
"RBBP7"
"SLC25A14"
"FMR1"
"SLC35A2"
"TAZ"
"PGK1"
"MAGT1"
"SMS"
"JADE3"
"CDK16"
"HTATSF1"
"MAGED2"
"CENPI"
"GLA"
"NDFIP2"
"FNDC3A"
"CDADC1"
"STK24"
"DNAJC3"
"UGGT2"
"SUPT20H"
"MRPS31"
"SLC25A15"
"KPNA3"
"INTS6"
"CLN5"
"MGRN1"
"ZNF629"
"HSF4"
"ELMO3"
"NUTF2"
"NUP93"
"CENPT"
"DHODH"
"CTCF"
"ACD"
"POLR2C"
"ZNF821"
"USB1"
"CYB5B"
"PSMD7"
"SETD6"
"SLC38A7"
"VAC14"
"COG4"
"SLC7A6OS"
"SLC7A6"
"PLA2G15"
"ESRP2"
"ESRP2.1"
"WDR59"
"MON1B"
"CMC2"
"AXIN1"
"NPRL3"
"HSDL1"
"TAF1C"
"NAGPA"
"USP10"
"TSC2"
"ZNF500"
"MTHFSD"
"CLCN7"
"UBE2I"
"CAPN15"
"PIEZO1"
"PIEZO1.1"
"GSPT1"
"ZNF174"
"UBFD1"
"EARS2"
"USP31"
"DNAJA3"
"RPGRIP1L"
"MAZ"
"KAT8"
"CCP110"
"RNF40"
"KNOP1"
"AAGAB"
"CSK"
"TRIP4"
"MTFMT"
"RPAP1"
"EHD4"
"TMEM87A"
"CEP152"
"GABPB1"
"GABPB1.1"
"EIF3J"
"SPG11"
"VPS18"
"OIP5"
"BLOC1S6"
"CSPP1"
"BRF2"
"TRIM35"
"ZFAND1"
"INTS9"
"NBN"
"LAPTM4B"
"UBE2W"
"POP1"
"IKBKB"
"STK3"
"GDAP1"
"ESRP1"
"ARMC1"
"CHRAC1"
"SNX16"
"UBR5"
"GSDMD"
"EEF1D"
"SQLE"
"INTS10"
"R3HCC1"
"ERICH1"
"KLHDC4"
"KLHDC4.1"
"MCM4"
"GYS1"
"HNRNPL"
"ARHGEF18"
"DOT1L"
"SF3A2"
"TRMT1"
"TBC1D17"
"TBC1D17.1"
"CCDC130"
"SGTA"
"TIMM44"
"ASF1B"
"FAM32A"
"C19orf44"
"MED26"
"AKAP8"
"ZNF419"
"ANKRD27"
"PLD3"
"PIAS4"
"SLC1A5"
"CACTIN"
"FZR1"
"MYH14"
"MRPL4"
"TYK2"
"CDC37"
"CDC37.1"
"MEGF8"
"GRIN2D"
"LIG1"
"MIER2"
"TNPO2"
"GCDH"
"DNASE2"
"ELL"
"CRTC1"
"COPE"
"DDX49"
"ARMC6"
"KXD1"
"SUGP1"
"ZNF14"
"ATP13A1"
"AVL9"
"PMPCB"
"DNAJC2"
"SP4"
"CBLL1"
"TTC26"
"OGDH"
"ADAP1"
"LMBR1"
"DNAJB6"
"BRAT1"
"IQCE"
"SSBP1"
"TAX1BP1"
"GRB10"
"COBL"
"PLEKHA8"
"CASP2"
"CHCHD2"
"EIF3B"
"SNX8"
"SNX8.1"
"NUDT1"
"TAF6"
"AIMP2"
"RBM28"
"USP42"
"IMPDH1"
"C1GALT1"
"RPA3"
"NRF1"
"EZH2"
"ZNF862"
"MEST"
"CHCHD3"
"PSMA2"
"MRPL32"
"COA1"
"URGCP"
"RHEB"
"POLD2"
"YKT6"
"TBL2"
"EIF4H"
"LIMK1"
"FKTN"
"SPIN1"
"TRIM14"
"SUSD1"
"KDM4C"
"TESK1"
"FUBP3"
"RGP1"
"SETX"
"SHB"
"UBE2R2"
"EXOSC3"
"DVL1"
"DVL1.1"
"CCNJ"
"DNMBP"
"ERLIN1"
"EIF3A"
"DDX50"
"MAPK8"
"SEC23IP"
"PLEKHA1"
"MINPP1"
"NPM3"
"GBF1"
"ARHGAP21"
"SUFU"
"ANKRD26"
"LARP4B"
"GTPBP4"
"EDRF1"
"BCCIP"
"MTPAP"
"MTPAP.1"
"PITRM1"
"GLRX3"
"XPNPEP1"
"SMC3"
"SHOC2"
"TFAM"
"CUL2"
"CCNY"
"PPIF"
"TSPAN14"
"NUFIP2"
"GIT1"
"FBXL20"
"UBTF"
"RAD51C"
"MTMR4"
"TRIM37"
"DHX40"
"TUBD1"
"KPNB1"
"GOSR2"
"PNPO"
"RPS6KB1"
"CDK5RAP3"
"CBX1"
"RECQL5"
"PIGL"
"GALK1"
"INTS2"
"MED13"
"RNF167"
"SLC25A11"
"RAI1"
"NUP88"
"C1QBP"
"BLMH"
"GOSR1"
"CCDC47"
"DRG2"
"FTSJ3"
"AKAP10"
"SMARCD2"
"B9D1"
"UTP6"
"DDX5"
"DDX5.1"
"DDX5.2"
"C17orf75"
"PSMD11"
"LGALS3BP"
"PEX12"
"KAT2A"
"RAB5C"
"NAGLU"
"MLX"
"PPP1R9B"
"MRPL27"
"LRRC59"
"LUC7L3"
"SMURF2"
"EFTUD2"
"PRKAR1A"
"YWHAE"
"DPH1"
"MYH3"
"NAT9"
"TMEM104"
"TNFAIP1"
"IFT20"
"TMEM97"
"UNC119"
"SUPT6H"
"PHF12"
"TMEM33"
"USP46"
"ELF2"
"ZNF330"
"GRPEL1"
"GAR1"
"DHX15"
"NEIL3"
"MFSD10"
"RAPGEF2"
"SNX25"
"NCAPG"
"ELP4"
"ZPR1"
"MTCH2"
"FNBP4"
"SC5D"
"HSPA8"
"SNX15"
"DTX4"
"ATG2A"
"EHD1"
"OSBP"
"PUS3"
"DCPS"
"KMT5B"
"FOXRED1"
"PPP6R3"
"CCDC86"
"PRPF19"
"CHORDC1"
"ANAPC15"
"PANX1"
"CEP164"
"EIF4G2"
"BIRC2"
"UBE4A"
"DDX6"
"CBL"
"FBXO3"
"PDHX"
"ACCS"
"AMBRA1"
"MADD"
"PTPMT1"
"NAA40"
"SLC35F2"
"C11orf58"
"PITPNM1"
"AIP"
"NUP98"
"TCIRG1"
"CHKA"
"GTF2H1"
"PSMD9"
"PRPF40B"
"PRDM4"
"COQ5"
"MLEC"
"MVK"
"CSRNP2"
"CAMKK2"
"PTGES3"
"BCL7A"
"RSRC2"
"METAP2"
"MAGOHB"
"FOXM1"
"ARPC3"
"GPN3"
"RAD51AP1"
"ACAD10"
"NAA25"
"LTBR"
"CDK2AP1"
"GTF2H3"
"EIF2B1"
"DDX55"
"RFC5"
"COPZ1"
"TIMELESS"
"KRR1"
"GAPDH"
"CDCA3"
"USP5"
"TPI1"
"SUDS3"
"PRKAB1"
"RAB35"
"RIC8B"
"SRSF9"
"FRK"
"MAK"
"TMEM14C"
"PAK1IP1"
"SMIM8"
"SMIM8.1"
"ASF1A"
"MCM9"
"RNGTT"
"GABRR2"
"HDDC2"
"HINT3"
"FBXO5"
"MTRF1L"
"FANCE"
"MAPK14"
"KCTD20"
"STK38"
"SRSF3"
"MRPL18"
"MCM3"
"RNF8"
"FBXO9"
"MDN1"
"SAYSD1"
"ZNF451"
"FBXL4"
"CCNC"
"E2F3"
"ASCC3"
"MED23"
"ACOT13"
"C6orf62"
"B3GAT2"
"GMNN"
"HBS1L"
"PEX7"
"ZBTB24"
"HECA"
"SLC39A7"
"FAM120B"
"TBP"
"CUL9"
"EXOC2"
"SENP6"
"IMPG1"
"VEGFA"
"PRPF4B"
"TTK"
"BTN2A1"
"FBRSL1"
"ERBIN"
"HARS2"
"DAP"
"BRD8"
"KIF20A"
"MRPS30"
"HSPA9"
"PFDN1"
"APBB3"
"APBB3.1"
"TMCO6"
"IK"
"IK.1"
"HMGCR"
"FAF2"
"CLK4"
"CNOT6"
"POLR3G"
"DROSHA"
"LMNB1"
"GOLPH3"
"RAD1"
"BRIX1"
"GNPDA1"
"NUP155"
"PPP2CA"
"PPWD1"
"TRAPPC13"
"TCERG1"
"SMAD5"
"HMGXB3"
"BNIP1"
"SMC4"
"ACTR8"
"TBCCD1"
"TIMMDC1"
"NPHP3"
"NIT2"
"OGG1"
"KPNA1"
"PCCB"
"ARMC8"
"CEP70"
"SLC25A36"
"RNF7"
"PDCD10"
"PRKAR2A"
"USP4"
"ECT2"
"TFG"
"TUSC2"
"NPRL2"
"FXR1"
"UMPS"
"NCBP2"
"SNX4"
"C3orf52"
"SLC41A3"
"PLXNA1"
"ATP6V1A"
"PODXL2"
"KLHL18"
"SCAP"
"NEK11"
"MRPL3"
"HEMK1"
"MAPKAPK3"
"ACVR2B"
"WDR48"
"COMMD2"
"GORASP1"
"RRP9"
"DNAH1"
"SSR3"
"NKTR"
"CLCN2"
"EIF4G1"
"NEK4"
"INO80D"
"DGUOK"
"MOB1A"
"KANSL3"
"LMAN2L"
"RTKN"
"TTL"
"PIKFYVE"
"NCL"
"SLC35F5"
"ACTR3"
"EPB41L5"
"STAM2"
"CENPA"
"GTF3C2"
"EIF2B4"
"NRBP1"
"PSMD14"
"SNX17"
"ASB3"
"PPM1G"
"GCA"
"MOGS"
"TTC31"
"PCGF1"
"SPTBN1"
"AUP1"
"HTRA2"
"MRPL19"
"WDR75"
"FANCL"
"GLS"
"PAPOLG"
"UNC50"
"ELMOD3"
"USP34"
"CCT4"
"GGCX"
"OTX1"
"TXNDC9"
"SF3B1"
"PDCL3"
"KDM3A"
"ZNF142"
"CNPPD1"
"UXS1"
"ABCB6"
"STK16"
"HDLBP"
"PPP1R7"
"PASK"
"STK25"
"TAF1B"
"ODC1"
"BIRC6"
"NOL10"
"PLEKHB2"
"GORASP2"
"CEBPZ"
"DCAF17"
"RAB3GAP1"
"SRSF7"
"SLC1A4"
"SOS1"
"ORC2"
"PNO1"
"ORC4"
"ATF2"
"THADA"
"C2orf42"
"TIA1"
"PCYOX1"
"SUMO1"
"MSH6"
"SPR"
"FARSB"
"ALMS1"
"BCL9"
"DNAJC16"
"MORN1"
"CACYBP"
"RALGPS2"
"CEP104"
"TCEANC2"
"TCEANC2.1"
"LRRC42"
"WRAP73"
"MRPL37"
"ICMT"
"STXBP3"
"PHF13"
"PARK7"
"AMPD2"
"SRSF4"
"MECR"
"WDR77"
"HDAC1"
"CAPZA1"
"S100PBP"
"SCAMP3"
"TRIM62"
"ASH1L"
"ASH1L.1"
"SFPQ"
"GON4L"
"ARHGEF2"
"DOCK7"
"SRM"
"SWT1"
"MAD2L2"
"IVNS1ABP"
"KIAA2013"
"KIAA2013.1"
"MFN2"
"MIIP"
"SMG7"
"SLC35D1"
"UCHL5"
"BCAS2"
"SRSF11"
"PLEKHM2"
"PHTF1"
"ZBTB17"
"TTF2"
"TMEM9"
"WARS2"
"EXOC8"
"GNPAT"
"TSNAX"
"C1orf109"
"TBCE"
"LGALS8"
"RLF"
"ETV3"
"RPF1"
"KDM5B"
"KLHL12"
"SSX2IP"
"ZNHIT6"
"RBBP5"
"GPR89A"
"GPR89A.1"
"ECE1"
"CD46"
"PRPF3"
"APH1A"
"EBNA1BP2"
"EBNA1BP2.1"
"CDC20"
"IPO13"
"ATP6V0B"
"B4GALT2"
"ERI3"
"PRDX1"
"SLC19A2"
"NSUN4"
"TMED5"
"DR1"
"PRRC2C"
"DPH5"
"PRDX6"
"DARS2"
"RCAN3"
"RSRP1"
"RCOR3"
"STMN1"
"STMN1.1"
"NEK2"
"NSL1"
"ARID1A"
"CENPF"
"RPA2"
"PPP1R8"
"OSBPL9"
"TXNDC12"
"RCN2"
"STAG1"
"STK11"
"KMT2A"
"IFT46"
"KIF14"
"DDX59"
"CAMSAP2"
"ATF6"
"FASTKD2"
"CREB1"
"SPCS2"
"USP35"
"CASP8AP2"
"UBE3D"
"ANKRD13C"
"PHF3"
"MYB"
"MED28"
"DCLRE1B"
"FOXO3"
"RPN2"
"TGIF2"
"RAB3GAP2"
"EEF2KMT"
"UBN1"
"LDAH"
"GTF3C3"
"TJP2"
"ITGB1BP1"
"CPSF3"
"SENP5"
"HEATR1"
"PTBP3"
"RAD23B"
"FKBP15"
"SET"
"PTPA"
"GLE1"
"TRIM32"
"FBXW2"
"PHF19"
"BSPRY"
"PPP6C"
"HSDL2"
"MAPKAP1"
"INVS"
"DENND1A"
"ALG2"
"C19orf25"
"YLPM1"
"DCAF4"
"FCF1"
"ACYP1"
"IFT43"
"AREL1"
"MLH3"
"TTLL5"
"ABCD4"
"DLST"
"ZC2HC1C"
"RBM25"
"EIF2B2"
"NRDE2"
"ZNF410"
"GPR75"
"SUPT7L"
"DNMT3A"
"TMEM214"
"ATAD2B"
"FAM98A"
"AFTPH"
"EPCAM"
"SLC17A5"
"SLF2"
"IDE"
"SMNDC1"
"C10orf88"
"HELLS"
"TCTN3"
"GNA13"
"KANSL1"
"CAAP1"
"MLANA"
"NUP43"
"MTHFD1L"
"LRP11"
"PCMT1"
"WDR55"
"ARAP3"
"MRPS14"
"CENPL"
"GORAB"
"ACAT2"
"TCP1"
"MSANTD2"
"NUDCD1"
"ENY2"
"MASTL"
