"","Sample","group","Cell_type","Proportion"
"1","TCGA-BR-6454-01A","Normal","B cells naive",0.0947615049496202
"2","TCGA-HU-A4H8-01A","Normal","B cells naive",0
"3","TCGA-HU-8238-01A","Normal","B cells naive",0.0926833683220647
"4","TCGA-HU-A4GN-01A","Normal","B cells naive",0
"5","TCGA-IP-7968-01A","Normal","B cells naive",0.0040003691397312
"6","TCGA-IP-7968-11A","Normal","B cells naive",0
"7","TCGA-VQ-AA64-01A","Normal","B cells naive",0.109638756006312
"8","TCGA-BR-A4PE-01A","Normal","B cells naive",0.0226109226128073
"9","TCGA-IN-A6RR-01A","Normal","B cells naive",0.119342369727025
"10","TCGA-HU-A4G3-01A","Normal","B cells naive",0.0228666360960679
"11","TCGA-R5-A7ZE-01B","Normal","B cells naive",0.178255249663288
"12","TCGA-BR-A452-01A","Normal","B cells naive",0.122566844843977
"13","TCGA-D7-6524-01A","Normal","B cells naive",0.045327207080235
"14","TCGA-HU-A4GQ-01A","Normal","B cells naive",0.0433790700154258
"15","TCGA-CD-A489-01A","Normal","B cells naive",0.0721494813778792
"16","TCGA-BR-7707-01A","Normal","B cells naive",0
"17","TCGA-BR-6455-01A","Normal","B cells naive",0.0507112821570066
"18","TCGA-BR-8683-01A","Normal","B cells naive",0.107500373070671
"19","TCGA-HU-A4G9-01A","Normal","B cells naive",0
"20","TCGA-BR-8289-01A","Normal","B cells naive",0.0765641180364226
"21","TCGA-SW-A7EA-01A","Normal","B cells naive",0
"22","TCGA-CG-5726-01A","Normal","B cells naive",0
"23","TCGA-VQ-A922-01A","Normal","B cells naive",0.13216630766884
"24","TCGA-BR-6709-01A","Normal","B cells naive",0.0191909587941315
"25","TCGA-BR-8286-01A","Normal","B cells naive",0.0187092097701204
"26","TCGA-BR-8686-01A","Normal","B cells naive",0.0933626729871131
"27","TCGA-VQ-A8PD-01A","Normal","B cells naive",0.105487911880803
"28","TCGA-HJ-7597-01A","Normal","B cells naive",0.075233693317407
"29","TCGA-BR-8361-01A","Normal","B cells naive",0.0196642130885226
"30","TCGA-IN-7806-01A","Normal","B cells naive",0.0282731269037665
"31","TCGA-BR-4201-01A","Normal","B cells naive",0.0123430190385772
"32","TCGA-CG-4436-01A","Normal","B cells naive",0.0135943972706212
"33","TCGA-BR-A4CR-01A","Normal","B cells naive",0.144853335344952
"34","TCGA-3M-AB47-01A","Normal","B cells naive",0.181868637130205
"35","TCGA-BR-A4QI-01A","Normal","B cells naive",0.0519846983269068
"36","TCGA-CG-4440-01A","Normal","B cells naive",0
"37","TCGA-BR-6454-01A","Normal","B cells memory",0
"38","TCGA-HU-A4H8-01A","Normal","B cells memory",0.0461525272152727
"39","TCGA-HU-8238-01A","Normal","B cells memory",0
"40","TCGA-HU-A4GN-01A","Normal","B cells memory",0.0302592234606225
"41","TCGA-IP-7968-01A","Normal","B cells memory",0
"42","TCGA-IP-7968-11A","Normal","B cells memory",0
"43","TCGA-VQ-AA64-01A","Normal","B cells memory",0
"44","TCGA-BR-A4PE-01A","Normal","B cells memory",0
"45","TCGA-IN-A6RR-01A","Normal","B cells memory",0
"46","TCGA-HU-A4G3-01A","Normal","B cells memory",0
"47","TCGA-R5-A7ZE-01B","Normal","B cells memory",0
"48","TCGA-BR-A452-01A","Normal","B cells memory",0
"49","TCGA-D7-6524-01A","Normal","B cells memory",0
"50","TCGA-HU-A4GQ-01A","Normal","B cells memory",0
"51","TCGA-CD-A489-01A","Normal","B cells memory",0.0424223762809718
"52","TCGA-BR-7707-01A","Normal","B cells memory",0
"53","TCGA-BR-6455-01A","Normal","B cells memory",0
"54","TCGA-BR-8683-01A","Normal","B cells memory",0
"55","TCGA-HU-A4G9-01A","Normal","B cells memory",0.0243576074216331
"56","TCGA-BR-8289-01A","Normal","B cells memory",0
"57","TCGA-SW-A7EA-01A","Normal","B cells memory",0
"58","TCGA-CG-5726-01A","Normal","B cells memory",0
"59","TCGA-VQ-A922-01A","Normal","B cells memory",0
"60","TCGA-BR-6709-01A","Normal","B cells memory",0
"61","TCGA-BR-8286-01A","Normal","B cells memory",0
"62","TCGA-BR-8686-01A","Normal","B cells memory",0
"63","TCGA-VQ-A8PD-01A","Normal","B cells memory",0.0881290230276148
"64","TCGA-HJ-7597-01A","Normal","B cells memory",0.0624530832651804
"65","TCGA-BR-8361-01A","Normal","B cells memory",0
"66","TCGA-IN-7806-01A","Normal","B cells memory",0.119769924854601
"67","TCGA-BR-4201-01A","Normal","B cells memory",0.0157002882785079
"68","TCGA-CG-4436-01A","Normal","B cells memory",0
"69","TCGA-BR-A4CR-01A","Normal","B cells memory",0
"70","TCGA-3M-AB47-01A","Normal","B cells memory",0
"71","TCGA-BR-A4QI-01A","Normal","B cells memory",0
"72","TCGA-CG-4440-01A","Normal","B cells memory",0.0151561996178282
"73","TCGA-BR-6454-01A","Normal","Plasma cells",0.0884929490728272
"74","TCGA-HU-A4H8-01A","Normal","Plasma cells",0.0113634271319997
"75","TCGA-HU-8238-01A","Normal","Plasma cells",0.0629642364798362
"76","TCGA-HU-A4GN-01A","Normal","Plasma cells",0.014684682520568
"77","TCGA-IP-7968-01A","Normal","Plasma cells",0.0528246940643812
"78","TCGA-IP-7968-11A","Normal","Plasma cells",0.139023166499625
"79","TCGA-VQ-AA64-01A","Normal","Plasma cells",0.0649120237945129
"80","TCGA-BR-A4PE-01A","Normal","Plasma cells",0.0752530545376506
"81","TCGA-IN-A6RR-01A","Normal","Plasma cells",0.131989546191644
"82","TCGA-HU-A4G3-01A","Normal","Plasma cells",0.0446673494497195
"83","TCGA-R5-A7ZE-01B","Normal","Plasma cells",0.0137589023501912
"84","TCGA-BR-A452-01A","Normal","Plasma cells",0.0753712136795691
"85","TCGA-D7-6524-01A","Normal","Plasma cells",0
"86","TCGA-HU-A4GQ-01A","Normal","Plasma cells",0.00765160312452404
"87","TCGA-CD-A489-01A","Normal","Plasma cells",0.0196829094367156
"88","TCGA-BR-7707-01A","Normal","Plasma cells",0.0826852952846825
"89","TCGA-BR-6455-01A","Normal","Plasma cells",0.0238807672397798
"90","TCGA-BR-8683-01A","Normal","Plasma cells",0
"91","TCGA-HU-A4G9-01A","Normal","Plasma cells",0.0392021251403218
"92","TCGA-BR-8289-01A","Normal","Plasma cells",0.0557496522689334
"93","TCGA-SW-A7EA-01A","Normal","Plasma cells",0.0371876278012502
"94","TCGA-CG-5726-01A","Normal","Plasma cells",0.0469610215926689
"95","TCGA-VQ-A922-01A","Normal","Plasma cells",0.0387717917161434
"96","TCGA-BR-6709-01A","Normal","Plasma cells",0.0920348816712939
"97","TCGA-BR-8286-01A","Normal","Plasma cells",0
"98","TCGA-BR-8686-01A","Normal","Plasma cells",0.103959800252984
"99","TCGA-VQ-A8PD-01A","Normal","Plasma cells",0.0888919168363915
"100","TCGA-HJ-7597-01A","Normal","Plasma cells",0
"101","TCGA-BR-8361-01A","Normal","Plasma cells",0.0245581592704954
"102","TCGA-IN-7806-01A","Normal","Plasma cells",0
"103","TCGA-BR-4201-01A","Normal","Plasma cells",0.0731405713049546
"104","TCGA-CG-4436-01A","Normal","Plasma cells",0.0140891408339277
"105","TCGA-BR-A4CR-01A","Normal","Plasma cells",0
"106","TCGA-3M-AB47-01A","Normal","Plasma cells",0.111537124903747
"107","TCGA-BR-A4QI-01A","Normal","Plasma cells",0
"108","TCGA-CG-4440-01A","Normal","Plasma cells",0
"109","TCGA-BR-6454-01A","Normal","T cells CD8",0.20697298940114
"110","TCGA-HU-A4H8-01A","Normal","T cells CD8",0.0422888913480444
"111","TCGA-HU-8238-01A","Normal","T cells CD8",0.0736246678247304
"112","TCGA-HU-A4GN-01A","Normal","T cells CD8",0.20032805186276
"113","TCGA-IP-7968-01A","Normal","T cells CD8",0.198052772789675
"114","TCGA-IP-7968-11A","Normal","T cells CD8",0
"115","TCGA-VQ-AA64-01A","Normal","T cells CD8",0.0935389447363496
"116","TCGA-BR-A4PE-01A","Normal","T cells CD8",0.0414882587582977
"117","TCGA-IN-A6RR-01A","Normal","T cells CD8",0.221055808924725
"118","TCGA-HU-A4G3-01A","Normal","T cells CD8",0.0789297312805158
"119","TCGA-R5-A7ZE-01B","Normal","T cells CD8",0.0294588809137449
"120","TCGA-BR-A452-01A","Normal","T cells CD8",0.217931571469579
"121","TCGA-D7-6524-01A","Normal","T cells CD8",0.0317837529637454
"122","TCGA-HU-A4GQ-01A","Normal","T cells CD8",0.116074486866683
"123","TCGA-CD-A489-01A","Normal","T cells CD8",0.148441234720377
"124","TCGA-BR-7707-01A","Normal","T cells CD8",0.144814553775068
"125","TCGA-BR-6455-01A","Normal","T cells CD8",0.20173759826727
"126","TCGA-BR-8683-01A","Normal","T cells CD8",0.138550647895248
"127","TCGA-HU-A4G9-01A","Normal","T cells CD8",0.031744409183601
"128","TCGA-BR-8289-01A","Normal","T cells CD8",0.0537011843437392
"129","TCGA-SW-A7EA-01A","Normal","T cells CD8",0.224820907289578
"130","TCGA-CG-5726-01A","Normal","T cells CD8",0.0736378999415107
"131","TCGA-VQ-A922-01A","Normal","T cells CD8",0.0350723886072243
"132","TCGA-BR-6709-01A","Normal","T cells CD8",0.165269756397071
"133","TCGA-BR-8286-01A","Normal","T cells CD8",0.145273103305345
"134","TCGA-BR-8686-01A","Normal","T cells CD8",0.156696136503056
"135","TCGA-VQ-A8PD-01A","Normal","T cells CD8",0.0938264308803998
"136","TCGA-HJ-7597-01A","Normal","T cells CD8",0.151413110358753
"137","TCGA-BR-8361-01A","Normal","T cells CD8",0.264294539281509
"138","TCGA-IN-7806-01A","Normal","T cells CD8",0.0373862260964709
"139","TCGA-BR-4201-01A","Normal","T cells CD8",0
"140","TCGA-CG-4436-01A","Normal","T cells CD8",0
"141","TCGA-BR-A4CR-01A","Normal","T cells CD8",0.0400811735598646
"142","TCGA-3M-AB47-01A","Normal","T cells CD8",0.0211713318120131
"143","TCGA-BR-A4QI-01A","Normal","T cells CD8",0.183457095030863
"144","TCGA-CG-4440-01A","Normal","T cells CD8",0
"145","TCGA-BR-6454-01A","Normal","T cells CD4 naive",0
"146","TCGA-HU-A4H8-01A","Normal","T cells CD4 naive",0
"147","TCGA-HU-8238-01A","Normal","T cells CD4 naive",0
"148","TCGA-HU-A4GN-01A","Normal","T cells CD4 naive",0
"149","TCGA-IP-7968-01A","Normal","T cells CD4 naive",0
"150","TCGA-IP-7968-11A","Normal","T cells CD4 naive",0
"151","TCGA-VQ-AA64-01A","Normal","T cells CD4 naive",0
"152","TCGA-BR-A4PE-01A","Normal","T cells CD4 naive",0
"153","TCGA-IN-A6RR-01A","Normal","T cells CD4 naive",0
"154","TCGA-HU-A4G3-01A","Normal","T cells CD4 naive",0
"155","TCGA-R5-A7ZE-01B","Normal","T cells CD4 naive",0
"156","TCGA-BR-A452-01A","Normal","T cells CD4 naive",0
"157","TCGA-D7-6524-01A","Normal","T cells CD4 naive",0
"158","TCGA-HU-A4GQ-01A","Normal","T cells CD4 naive",0
"159","TCGA-CD-A489-01A","Normal","T cells CD4 naive",0
"160","TCGA-BR-7707-01A","Normal","T cells CD4 naive",0
"161","TCGA-BR-6455-01A","Normal","T cells CD4 naive",0
"162","TCGA-BR-8683-01A","Normal","T cells CD4 naive",0
"163","TCGA-HU-A4G9-01A","Normal","T cells CD4 naive",0
"164","TCGA-BR-8289-01A","Normal","T cells CD4 naive",0
"165","TCGA-SW-A7EA-01A","Normal","T cells CD4 naive",0
"166","TCGA-CG-5726-01A","Normal","T cells CD4 naive",0
"167","TCGA-VQ-A922-01A","Normal","T cells CD4 naive",0
"168","TCGA-BR-6709-01A","Normal","T cells CD4 naive",0
"169","TCGA-BR-8286-01A","Normal","T cells CD4 naive",0
"170","TCGA-BR-8686-01A","Normal","T cells CD4 naive",0
"171","TCGA-VQ-A8PD-01A","Normal","T cells CD4 naive",0
"172","TCGA-HJ-7597-01A","Normal","T cells CD4 naive",0
"173","TCGA-BR-8361-01A","Normal","T cells CD4 naive",0
"174","TCGA-IN-7806-01A","Normal","T cells CD4 naive",0
"175","TCGA-BR-4201-01A","Normal","T cells CD4 naive",0
"176","TCGA-CG-4436-01A","Normal","T cells CD4 naive",0
"177","TCGA-BR-A4CR-01A","Normal","T cells CD4 naive",0
"178","TCGA-3M-AB47-01A","Normal","T cells CD4 naive",0
"179","TCGA-BR-A4QI-01A","Normal","T cells CD4 naive",0
"180","TCGA-CG-4440-01A","Normal","T cells CD4 naive",0
"181","TCGA-BR-6454-01A","Normal","T cells CD4 memory resting",0.103455601184958
"182","TCGA-HU-A4H8-01A","Normal","T cells CD4 memory resting",0.333801589990062
"183","TCGA-HU-8238-01A","Normal","T cells CD4 memory resting",0.128474060792526
"184","TCGA-HU-A4GN-01A","Normal","T cells CD4 memory resting",0.0607123609428472
"185","TCGA-IP-7968-01A","Normal","T cells CD4 memory resting",0.214056014517467
"186","TCGA-IP-7968-11A","Normal","T cells CD4 memory resting",0.208070544926312
"187","TCGA-VQ-AA64-01A","Normal","T cells CD4 memory resting",0.218302588202128
"188","TCGA-BR-A4PE-01A","Normal","T cells CD4 memory resting",0.232428225266665
"189","TCGA-IN-A6RR-01A","Normal","T cells CD4 memory resting",0.132315789189985
"190","TCGA-HU-A4G3-01A","Normal","T cells CD4 memory resting",0.174924780797911
"191","TCGA-R5-A7ZE-01B","Normal","T cells CD4 memory resting",0.110215451830632
"192","TCGA-BR-A452-01A","Normal","T cells CD4 memory resting",0.161258861276245
"193","TCGA-D7-6524-01A","Normal","T cells CD4 memory resting",0.202429735292148
"194","TCGA-HU-A4GQ-01A","Normal","T cells CD4 memory resting",0.101543565132134
"195","TCGA-CD-A489-01A","Normal","T cells CD4 memory resting",0.234938389564166
"196","TCGA-BR-7707-01A","Normal","T cells CD4 memory resting",0.129060066048891
"197","TCGA-BR-6455-01A","Normal","T cells CD4 memory resting",0.0719224530284942
"198","TCGA-BR-8683-01A","Normal","T cells CD4 memory resting",0.210226899204326
"199","TCGA-HU-A4G9-01A","Normal","T cells CD4 memory resting",0.300853038056562
"200","TCGA-BR-8289-01A","Normal","T cells CD4 memory resting",0.181609911606204
"201","TCGA-SW-A7EA-01A","Normal","T cells CD4 memory resting",0.0378710504666136
"202","TCGA-CG-5726-01A","Normal","T cells CD4 memory resting",0.317730864932506
"203","TCGA-VQ-A922-01A","Normal","T cells CD4 memory resting",0.293830246051951
"204","TCGA-BR-6709-01A","Normal","T cells CD4 memory resting",0.178391326546696
"205","TCGA-BR-8286-01A","Normal","T cells CD4 memory resting",0.112854653204333
"206","TCGA-BR-8686-01A","Normal","T cells CD4 memory resting",0.0945573027574114
"207","TCGA-VQ-A8PD-01A","Normal","T cells CD4 memory resting",0.233731275649817
"208","TCGA-HJ-7597-01A","Normal","T cells CD4 memory resting",0.109427730394316
"209","TCGA-BR-8361-01A","Normal","T cells CD4 memory resting",0.0786337824152955
"210","TCGA-IN-7806-01A","Normal","T cells CD4 memory resting",0.274468317404172
"211","TCGA-BR-4201-01A","Normal","T cells CD4 memory resting",0.254712385749709
"212","TCGA-CG-4436-01A","Normal","T cells CD4 memory resting",0.251893970143816
"213","TCGA-BR-A4CR-01A","Normal","T cells CD4 memory resting",0.257012367005003
"214","TCGA-3M-AB47-01A","Normal","T cells CD4 memory resting",0.43041257664058
"215","TCGA-BR-A4QI-01A","Normal","T cells CD4 memory resting",0.0944010163946697
"216","TCGA-CG-4440-01A","Normal","T cells CD4 memory resting",0.297379721037289
"217","TCGA-BR-6454-01A","Normal","T cells CD4 memory activated",0.0146548845420561
"218","TCGA-HU-A4H8-01A","Normal","T cells CD4 memory activated",0.000217246226003668
"219","TCGA-HU-8238-01A","Normal","T cells CD4 memory activated",0.0206239380879544
"220","TCGA-HU-A4GN-01A","Normal","T cells CD4 memory activated",0.104523814916002
"221","TCGA-IP-7968-01A","Normal","T cells CD4 memory activated",0
"222","TCGA-IP-7968-11A","Normal","T cells CD4 memory activated",0
"223","TCGA-VQ-AA64-01A","Normal","T cells CD4 memory activated",0
"224","TCGA-BR-A4PE-01A","Normal","T cells CD4 memory activated",0.0576881902457144
"225","TCGA-IN-A6RR-01A","Normal","T cells CD4 memory activated",0.000112250521494769
"226","TCGA-HU-A4G3-01A","Normal","T cells CD4 memory activated",0
"227","TCGA-R5-A7ZE-01B","Normal","T cells CD4 memory activated",0.0904564186994435
"228","TCGA-BR-A452-01A","Normal","T cells CD4 memory activated",0.0408666808942024
"229","TCGA-D7-6524-01A","Normal","T cells CD4 memory activated",0
"230","TCGA-HU-A4GQ-01A","Normal","T cells CD4 memory activated",0.0834362524358432
"231","TCGA-CD-A489-01A","Normal","T cells CD4 memory activated",0.0305058423643944
"232","TCGA-BR-7707-01A","Normal","T cells CD4 memory activated",0.106583844942071
"233","TCGA-BR-6455-01A","Normal","T cells CD4 memory activated",3.0893665095278e-08
"234","TCGA-BR-8683-01A","Normal","T cells CD4 memory activated",0.033759770448994
"235","TCGA-HU-A4G9-01A","Normal","T cells CD4 memory activated",0.0144216200174486
"236","TCGA-BR-8289-01A","Normal","T cells CD4 memory activated",0
"237","TCGA-SW-A7EA-01A","Normal","T cells CD4 memory activated",0.126359898508012
"238","TCGA-CG-5726-01A","Normal","T cells CD4 memory activated",0.0985457472285204
"239","TCGA-VQ-A922-01A","Normal","T cells CD4 memory activated",0
"240","TCGA-BR-6709-01A","Normal","T cells CD4 memory activated",0.0453789819906591
"241","TCGA-BR-8286-01A","Normal","T cells CD4 memory activated",0.0245865337929602
"242","TCGA-BR-8686-01A","Normal","T cells CD4 memory activated",0.0269542592898109
"243","TCGA-VQ-A8PD-01A","Normal","T cells CD4 memory activated",0.051918665958498
"244","TCGA-HJ-7597-01A","Normal","T cells CD4 memory activated",0.0792698332282307
"245","TCGA-BR-8361-01A","Normal","T cells CD4 memory activated",0.071884019317099
"246","TCGA-IN-7806-01A","Normal","T cells CD4 memory activated",0
"247","TCGA-BR-4201-01A","Normal","T cells CD4 memory activated",0.0594381932766106
"248","TCGA-CG-4436-01A","Normal","T cells CD4 memory activated",0.10112207092816
"249","TCGA-BR-A4CR-01A","Normal","T cells CD4 memory activated",0
"250","TCGA-3M-AB47-01A","Normal","T cells CD4 memory activated",0.00132760710633991
"251","TCGA-BR-A4QI-01A","Normal","T cells CD4 memory activated",0.0351462594114325
"252","TCGA-CG-4440-01A","Normal","T cells CD4 memory activated",0
"253","TCGA-BR-6454-01A","Normal","T cells follicular helper",0.0836832184401756
"254","TCGA-HU-A4H8-01A","Normal","T cells follicular helper",0
"255","TCGA-HU-8238-01A","Normal","T cells follicular helper",0.0338405598772665
"256","TCGA-HU-A4GN-01A","Normal","T cells follicular helper",0.0562066761943771
"257","TCGA-IP-7968-01A","Normal","T cells follicular helper",0.125942069048333
"258","TCGA-IP-7968-11A","Normal","T cells follicular helper",0.0229637527480624
"259","TCGA-VQ-AA64-01A","Normal","T cells follicular helper",0.059103909432952
"260","TCGA-BR-A4PE-01A","Normal","T cells follicular helper",0.0589641740864097
"261","TCGA-IN-A6RR-01A","Normal","T cells follicular helper",0.0327454591758025
"262","TCGA-HU-A4G3-01A","Normal","T cells follicular helper",0.019256326783367
"263","TCGA-R5-A7ZE-01B","Normal","T cells follicular helper",0
"264","TCGA-BR-A452-01A","Normal","T cells follicular helper",0.0692455900363627
"265","TCGA-D7-6524-01A","Normal","T cells follicular helper",0.0368146773037678
"266","TCGA-HU-A4GQ-01A","Normal","T cells follicular helper",0.0672490581827619
"267","TCGA-CD-A489-01A","Normal","T cells follicular helper",0.00759046515250211
"268","TCGA-BR-7707-01A","Normal","T cells follicular helper",0.0572895883267172
"269","TCGA-BR-6455-01A","Normal","T cells follicular helper",0.0280920148576548
"270","TCGA-BR-8683-01A","Normal","T cells follicular helper",0.0507876999347802
"271","TCGA-HU-A4G9-01A","Normal","T cells follicular helper",0.0466238609878222
"272","TCGA-BR-8289-01A","Normal","T cells follicular helper",0.0187886986683642
"273","TCGA-SW-A7EA-01A","Normal","T cells follicular helper",0.0384681173172594
"274","TCGA-CG-5726-01A","Normal","T cells follicular helper",0.00426236614645423
"275","TCGA-VQ-A922-01A","Normal","T cells follicular helper",0.0780870212495152
"276","TCGA-BR-6709-01A","Normal","T cells follicular helper",0.02823438326262
"277","TCGA-BR-8286-01A","Normal","T cells follicular helper",0.0171312101199134
"278","TCGA-BR-8686-01A","Normal","T cells follicular helper",0.0188433229344543
"279","TCGA-VQ-A8PD-01A","Normal","T cells follicular helper",0.0299873530861321
"280","TCGA-HJ-7597-01A","Normal","T cells follicular helper",0.0364791069757033
"281","TCGA-BR-8361-01A","Normal","T cells follicular helper",0.0539786710549265
"282","TCGA-IN-7806-01A","Normal","T cells follicular helper",0
"283","TCGA-BR-4201-01A","Normal","T cells follicular helper",0
"284","TCGA-CG-4436-01A","Normal","T cells follicular helper",0
"285","TCGA-BR-A4CR-01A","Normal","T cells follicular helper",0.0135015478831492
"286","TCGA-3M-AB47-01A","Normal","T cells follicular helper",0
"287","TCGA-BR-A4QI-01A","Normal","T cells follicular helper",0.0462610396646184
"288","TCGA-CG-4440-01A","Normal","T cells follicular helper",0.00254802325873349
"289","TCGA-BR-6454-01A","Normal","T cells regulatory (Tregs)",0.0902235223819477
"290","TCGA-HU-A4H8-01A","Normal","T cells regulatory (Tregs)",0.111753378305958
"291","TCGA-HU-8238-01A","Normal","T cells regulatory (Tregs)",0.0731222298342334
"292","TCGA-HU-A4GN-01A","Normal","T cells regulatory (Tregs)",0.0753160572862123
"293","TCGA-IP-7968-01A","Normal","T cells regulatory (Tregs)",0
"294","TCGA-IP-7968-11A","Normal","T cells regulatory (Tregs)",0.00938611229888148
"295","TCGA-VQ-AA64-01A","Normal","T cells regulatory (Tregs)",0.0698695931414555
"296","TCGA-BR-A4PE-01A","Normal","T cells regulatory (Tregs)",0.0524218866711299
"297","TCGA-IN-A6RR-01A","Normal","T cells regulatory (Tregs)",0.0463657573313776
"298","TCGA-HU-A4G3-01A","Normal","T cells regulatory (Tregs)",0.0574565853143633
"299","TCGA-R5-A7ZE-01B","Normal","T cells regulatory (Tregs)",0.0678059886319661
"300","TCGA-BR-A452-01A","Normal","T cells regulatory (Tregs)",0.0491739277753375
"301","TCGA-D7-6524-01A","Normal","T cells regulatory (Tregs)",0.0640841324657732
"302","TCGA-HU-A4GQ-01A","Normal","T cells regulatory (Tregs)",0.00864579458084076
"303","TCGA-CD-A489-01A","Normal","T cells regulatory (Tregs)",0.0343837519066114
"304","TCGA-BR-7707-01A","Normal","T cells regulatory (Tregs)",0.0286768577541726
"305","TCGA-BR-6455-01A","Normal","T cells regulatory (Tregs)",0.0771448168177618
"306","TCGA-BR-8683-01A","Normal","T cells regulatory (Tregs)",0.042321075112571
"307","TCGA-HU-A4G9-01A","Normal","T cells regulatory (Tregs)",0.00405557568063815
"308","TCGA-BR-8289-01A","Normal","T cells regulatory (Tregs)",0.0261558807305713
"309","TCGA-SW-A7EA-01A","Normal","T cells regulatory (Tregs)",0.0571200069078622
"310","TCGA-CG-5726-01A","Normal","T cells regulatory (Tregs)",0.00294156821212446
"311","TCGA-VQ-A922-01A","Normal","T cells regulatory (Tregs)",0.048977858667309
"312","TCGA-BR-6709-01A","Normal","T cells regulatory (Tregs)",0.0477769424693926
"313","TCGA-BR-8286-01A","Normal","T cells regulatory (Tregs)",0.113425923883055
"314","TCGA-BR-8686-01A","Normal","T cells regulatory (Tregs)",0.0569986426165257
"315","TCGA-VQ-A8PD-01A","Normal","T cells regulatory (Tregs)",0
"316","TCGA-HJ-7597-01A","Normal","T cells regulatory (Tregs)",0.0214563951588301
"317","TCGA-BR-8361-01A","Normal","T cells regulatory (Tregs)",0.104937256461401
"318","TCGA-IN-7806-01A","Normal","T cells regulatory (Tregs)",0.0937240484919649
"319","TCGA-BR-4201-01A","Normal","T cells regulatory (Tregs)",0
"320","TCGA-CG-4436-01A","Normal","T cells regulatory (Tregs)",0
"321","TCGA-BR-A4CR-01A","Normal","T cells regulatory (Tregs)",0.0823126313394883
"322","TCGA-3M-AB47-01A","Normal","T cells regulatory (Tregs)",0
"323","TCGA-BR-A4QI-01A","Normal","T cells regulatory (Tregs)",0.101410893687543
"324","TCGA-CG-4440-01A","Normal","T cells regulatory (Tregs)",0
"325","TCGA-BR-6454-01A","Normal","T cells gamma delta",0
"326","TCGA-HU-A4H8-01A","Normal","T cells gamma delta",0
"327","TCGA-HU-8238-01A","Normal","T cells gamma delta",0
"328","TCGA-HU-A4GN-01A","Normal","T cells gamma delta",0
"329","TCGA-IP-7968-01A","Normal","T cells gamma delta",0
"330","TCGA-IP-7968-11A","Normal","T cells gamma delta",0
"331","TCGA-VQ-AA64-01A","Normal","T cells gamma delta",0
"332","TCGA-BR-A4PE-01A","Normal","T cells gamma delta",0
"333","TCGA-IN-A6RR-01A","Normal","T cells gamma delta",0.0294509847778224
"334","TCGA-HU-A4G3-01A","Normal","T cells gamma delta",0
"335","TCGA-R5-A7ZE-01B","Normal","T cells gamma delta",0
"336","TCGA-BR-A452-01A","Normal","T cells gamma delta",0
"337","TCGA-D7-6524-01A","Normal","T cells gamma delta",0
"338","TCGA-HU-A4GQ-01A","Normal","T cells gamma delta",0.0117361980733562
"339","TCGA-CD-A489-01A","Normal","T cells gamma delta",0.00633134331108179
"340","TCGA-BR-7707-01A","Normal","T cells gamma delta",0
"341","TCGA-BR-6455-01A","Normal","T cells gamma delta",0
"342","TCGA-BR-8683-01A","Normal","T cells gamma delta",0
"343","TCGA-HU-A4G9-01A","Normal","T cells gamma delta",0
"344","TCGA-BR-8289-01A","Normal","T cells gamma delta",2.61443919448654e-05
"345","TCGA-SW-A7EA-01A","Normal","T cells gamma delta",0.0137922973411783
"346","TCGA-CG-5726-01A","Normal","T cells gamma delta",0
"347","TCGA-VQ-A922-01A","Normal","T cells gamma delta",0
"348","TCGA-BR-6709-01A","Normal","T cells gamma delta",0
"349","TCGA-BR-8286-01A","Normal","T cells gamma delta",0
"350","TCGA-BR-8686-01A","Normal","T cells gamma delta",0.0346188863112198
"351","TCGA-VQ-A8PD-01A","Normal","T cells gamma delta",0
"352","TCGA-HJ-7597-01A","Normal","T cells gamma delta",0
"353","TCGA-BR-8361-01A","Normal","T cells gamma delta",0
"354","TCGA-IN-7806-01A","Normal","T cells gamma delta",0
"355","TCGA-BR-4201-01A","Normal","T cells gamma delta",0
"356","TCGA-CG-4436-01A","Normal","T cells gamma delta",0
"357","TCGA-BR-A4CR-01A","Normal","T cells gamma delta",0
"358","TCGA-3M-AB47-01A","Normal","T cells gamma delta",0.0259629782864041
"359","TCGA-BR-A4QI-01A","Normal","T cells gamma delta",0
"360","TCGA-CG-4440-01A","Normal","T cells gamma delta",0.0101515184591496
"361","TCGA-BR-6454-01A","Normal","NK cells resting",0
"362","TCGA-HU-A4H8-01A","Normal","NK cells resting",0
"363","TCGA-HU-8238-01A","Normal","NK cells resting",0
"364","TCGA-HU-A4GN-01A","Normal","NK cells resting",0
"365","TCGA-IP-7968-01A","Normal","NK cells resting",0
"366","TCGA-IP-7968-11A","Normal","NK cells resting",0.0181247521254717
"367","TCGA-VQ-AA64-01A","Normal","NK cells resting",0
"368","TCGA-BR-A4PE-01A","Normal","NK cells resting",0
"369","TCGA-IN-A6RR-01A","Normal","NK cells resting",0
"370","TCGA-HU-A4G3-01A","Normal","NK cells resting",0
"371","TCGA-R5-A7ZE-01B","Normal","NK cells resting",0
"372","TCGA-BR-A452-01A","Normal","NK cells resting",0
"373","TCGA-D7-6524-01A","Normal","NK cells resting",0.0354545325307548
"374","TCGA-HU-A4GQ-01A","Normal","NK cells resting",0
"375","TCGA-CD-A489-01A","Normal","NK cells resting",0
"376","TCGA-BR-7707-01A","Normal","NK cells resting",0.0216109868166857
"377","TCGA-BR-6455-01A","Normal","NK cells resting",0
