"","Sample","group","Cell_type","Proportion"
"3888","TCGA-BR-A4IY-01A","Tumor","T cells follicular helper",0.0547496728761178
"3889","TCGA-BR-A4IU-01A","Tumor","T cells follicular helper",0
"3890","TCGA-BR-7901-01A","Tumor","T cells follicular helper",0
"3891","TCGA-BR-8367-01A","Tumor","T cells follicular helper",0
"3892","TCGA-HU-A4GU-01A","Tumor","T cells follicular helper",0.0195571367687451
"3893","TCGA-CD-8536-01A","Tumor","T cells follicular helper",0.00652181402836079
"3894","TCGA-R5-A7ZI-01A","Tumor","T cells follicular helper",0.0664553992183882
"3895","TCGA-RD-A7BW-01A","Tumor","T cells follicular helper",0.0198931097738422
"3896","TCGA-BR-8676-01A","Tumor","T cells follicular helper",0
"3897","TCGA-IN-A6RS-01A","Tumor","T cells follicular helper",0.0618729291745684
"3898","TCGA-BR-8486-01A","Tumor","T cells follicular helper",0.000223324903448767
"3899","TCGA-D7-A748-01A","Tumor","T cells follicular helper",0.0292404949541827
"3900","TCGA-VQ-A8E2-01A","Tumor","T cells follicular helper",0.0579110439920366
"3901","TCGA-CD-A486-01A","Tumor","T cells follicular helper",0.0472424981278966
"3902","TCGA-CD-8533-01A","Tumor","T cells follicular helper",0
"3903","TCGA-VQ-A924-01A","Tumor","T cells follicular helper",0.0618928187676218
"3904","TCGA-3M-AB46-01A","Tumor","T cells follicular helper",0.0349802887460763
"3905","TCGA-VQ-A8PU-01A","Tumor","T cells follicular helper",0
"3906","TCGA-F1-A448-01A","Tumor","T cells follicular helper",0.070597208758269
"3907","TCGA-HU-A4H5-01A","Tumor","T cells follicular helper",0
"3908","TCGA-CD-A4MI-01A","Tumor","T cells follicular helper",0.058704632632684
"3909","TCGA-IN-A6RN-01A","Tumor","T cells follicular helper",0.00649747610484839
"3910","TCGA-VQ-A91Z-01A","Tumor","T cells follicular helper",0.0919806132770464
"3911","TCGA-MX-A666-01A","Tumor","T cells follicular helper",0
"3912","TCGA-BR-8080-01A","Tumor","T cells follicular helper",0
"3913","TCGA-IN-A6RL-01A","Tumor","T cells follicular helper",0
"3914","TCGA-BR-4257-01A","Tumor","T cells follicular helper",0.0558789102755129
"3915","TCGA-IN-AB1V-11A","Tumor","T cells follicular helper",0.0295409419888348
"3916","TCGA-BR-6565-01A","Tumor","T cells follicular helper",0.0427095937381692
"3917","TCGA-KB-A93H-01A","Tumor","T cells follicular helper",0.038997020454682
"3918","TCGA-BR-6707-01A","Tumor","T cells follicular helper",0.0625372264119174
"3919","TCGA-BR-8483-01A","Tumor","T cells follicular helper",0.00051533894546416
"3920","TCGA-D7-A4Z0-01A","Tumor","T cells follicular helper",0.0137284115804447
"3921","TCGA-CD-5798-01A","Tumor","T cells follicular helper",0
"3922","TCGA-VQ-A94O-01A","Tumor","T cells follicular helper",0.0238737881839949
"3923","TCGA-BR-8382-01A","Tumor","T cells follicular helper",0.0623019470300318
"3924","TCGA-CG-5732-01A","Tumor","T cells follicular helper",0.010751140832123
"3925","TCGA-D7-8573-01A","Tumor","T cells follicular helper",0.0521934595045874
"3926","TCGA-VQ-A8PX-01A","Tumor","T cells follicular helper",0
"3927","TCGA-VQ-A94T-01A","Tumor","T cells follicular helper",0.00504224495232462
"3928","TCGA-BR-8677-01A","Tumor","T cells follicular helper",0.0487527373548888
"3929","TCGA-BR-A4J1-01A","Tumor","T cells follicular helper",0
"3930","TCGA-VQ-A8E3-01A","Tumor","T cells follicular helper",0.0514458742500803
"3931","TCGA-MX-A663-01A","Tumor","T cells follicular helper",0.0463947747975752
"3932","TCGA-CG-4462-01A","Tumor","T cells follicular helper",0
"3933","TCGA-BR-8078-01A","Tumor","T cells follicular helper",0
"3934","TCGA-VQ-AA6A-01A","Tumor","T cells follicular helper",0
"3935","TCGA-CD-5800-01A","Tumor","T cells follicular helper",0.12408418271753
"3936","TCGA-VQ-A8E0-01A","Tumor","T cells follicular helper",0
"3937","TCGA-CD-8531-01A","Tumor","T cells follicular helper",0.0828801657169521
"3938","TCGA-CG-5722-11A","Tumor","T cells follicular helper",0.0100541754362541
"3939","TCGA-BR-8369-01A","Tumor","T cells follicular helper",0
"3940","TCGA-BR-4369-01A","Tumor","T cells follicular helper",0.0286802501660656
"3941","TCGA-IN-A7NR-01A","Tumor","T cells follicular helper",0.0275522144626334
"3942","TCGA-FP-A8CX-01A","Tumor","T cells follicular helper",0.0323000204811939
"3943","TCGA-BR-8077-01A","Tumor","T cells follicular helper",0.0123684230760721
"3944","TCGA-ZQ-A9CR-01A","Tumor","T cells follicular helper",0.0112947844043275
"3945","TCGA-BR-6802-11A","Tumor","T cells follicular helper",0.00384808614359245
"3946","TCGA-CG-4438-01A","Tumor","T cells follicular helper",0.0479344492050069
"3947","TCGA-BR-4267-01A","Tumor","T cells follicular helper",0.00369332606630786
"3948","TCGA-CD-8526-01A","Tumor","T cells follicular helper",0.0448340430494689
"3949","TCGA-HF-7132-01A","Tumor","T cells follicular helper",0.0328266237873675
"3950","TCGA-RD-A8N9-01A","Tumor","T cells follicular helper",0.0277439821281177
"3951","TCGA-D7-6522-01A","Tumor","T cells follicular helper",0.0282785741718516
"3952","TCGA-VQ-AA6G-01A","Tumor","T cells follicular helper",0
"3953","TCGA-VQ-A94P-01A","Tumor","T cells follicular helper",0.0317907919519561
"3954","TCGA-CG-4304-01A","Tumor","T cells follicular helper",0.00814035197473173
"3955","TCGA-VQ-AA6J-01A","Tumor","T cells follicular helper",0.0192833554096551
"3956","TCGA-VQ-A8PF-01A","Tumor","T cells follicular helper",0.0275606856946632
"3957","TCGA-BR-8284-01A","Tumor","T cells follicular helper",0.026697405183839
"3958","TCGA-HU-A4GD-01A","Tumor","T cells follicular helper",0
"3959","TCGA-BR-8680-01A","Tumor","T cells follicular helper",0.129402998402837
"3960","TCGA-VQ-A92D-01A","Tumor","T cells follicular helper",0.0357810459173116
"3961","TCGA-BR-8588-01A","Tumor","T cells follicular helper",0.0424004292248686
"3962","TCGA-BR-6453-11A","Tumor","T cells follicular helper",0
"3963","TCGA-BR-6453-01A","Tumor","T cells follicular helper",0.0368433386871159
"3964","TCGA-HU-8238-11A","Tumor","T cells follicular helper",0.0301291027208555
"3965","TCGA-BR-8381-01A","Tumor","T cells follicular helper",0.0259862155258082
"3966","TCGA-BR-7959-01A","Tumor","T cells follicular helper",0.00394602525791189
"3967","TCGA-D7-A6F0-01A","Tumor","T cells follicular helper",0.0346246052171108
"3968","TCGA-BR-6563-01A","Tumor","T cells follicular helper",0
"3969","TCGA-BR-8380-01A","Tumor","T cells follicular helper",0.0359589047265777
"3970","TCGA-VQ-A8PM-01A","Tumor","T cells follicular helper",0.0112110566070983
"3971","TCGA-BR-8362-01A","Tumor","T cells follicular helper",0.0200212939842814
"3972","TCGA-BR-4371-01A","Tumor","T cells follicular helper",0
"3973","TCGA-CD-5799-01A","Tumor","T cells follicular helper",0
"3974","TCGA-HU-A4GP-11A","Tumor","T cells follicular helper",0
"3975","TCGA-RD-A7C1-01A","Tumor","T cells follicular helper",0.0283194929829053
"3976","TCGA-HU-A4GP-01A","Tumor","T cells follicular helper",0.0221572305119034
"3977","TCGA-VQ-A91N-01A","Tumor","T cells follicular helper",0.0298379927042402
"3978","TCGA-BR-7716-01A","Tumor","T cells follicular helper",0.0369098183042314
"3979","TCGA-BR-A4IZ-01A","Tumor","T cells follicular helper",0
"3980","TCGA-IN-8663-11A","Tumor","T cells follicular helper",0
"3981","TCGA-BR-4367-01A","Tumor","T cells follicular helper",0.00661493795007535
"3982","TCGA-BR-8590-01A","Tumor","T cells follicular helper",0.0235337142672192
"3983","TCGA-VQ-A91S-01A","Tumor","T cells follicular helper",0.0776262052611632
"3984","TCGA-HU-A4GH-11A","Tumor","T cells follicular helper",0
"3985","TCGA-HU-A4GH-01A","Tumor","T cells follicular helper",0
"3986","TCGA-CG-5718-01A","Tumor","T cells follicular helper",0
"3987","TCGA-BR-8682-01A","Tumor","T cells follicular helper",0.001189325159112
"3988","TCGA-HU-A4HD-01A","Tumor","T cells follicular helper",0
"3989","TCGA-HU-A4GF-01A","Tumor","T cells follicular helper",0
"3990","TCGA-D7-6822-01A","Tumor","T cells follicular helper",0.0113903982990522
"3991","TCGA-BR-6458-11A","Tumor","T cells follicular helper",0.0183718622575402
"3992","TCGA-KB-A93G-01A","Tumor","T cells follicular helper",0.0286948137231585
"3993","TCGA-BR-6458-01A","Tumor","T cells follicular helper",0.0889603008516883
"3994","TCGA-CD-A48C-01A","Tumor","T cells follicular helper",0.0335448065610032
"3995","TCGA-IN-A6RI-01A","Tumor","T cells follicular helper",0.00521400049187233
"3996","TCGA-B7-5816-01A","Tumor","T cells follicular helper",0.0681960191076829
"3997","TCGA-HU-8244-01A","Tumor","T cells follicular helper",0
"3998","TCGA-D7-8576-01A","Tumor","T cells follicular helper",0.0323105452027118
"3999","TCGA-D7-A6F2-01A","Tumor","T cells follicular helper",0
"4000","TCGA-HU-A4GN-11A","Tumor","T cells follicular helper",0
"4001","TCGA-BR-8484-01A","Tumor","T cells follicular helper",0.0418959312550182
"4002","TCGA-MX-A5UG-01A","Tumor","T cells follicular helper",0.0329294974019698
"4003","TCGA-ZA-A8F6-01A","Tumor","T cells follicular helper",0.00359103819776835
"4004","TCGA-VQ-A8P2-01A","Tumor","T cells follicular helper",0.0441357530957891
"4005","TCGA-BR-7722-01A","Tumor","T cells follicular helper",0
"4006","TCGA-BR-7717-11A","Tumor","T cells follicular helper",0.0844304477021148
"4007","TCGA-BR-7717-01A","Tumor","T cells follicular helper",0.0705034188783795
"4008","TCGA-CD-A48A-01A","Tumor","T cells follicular helper",0.0543738603426982
"4009","TCGA-D7-8574-01A","Tumor","T cells follicular helper",0.0384374035215227
"4010","TCGA-BR-4255-01A","Tumor","T cells follicular helper",0.0117855818417421
"4011","TCGA-BR-6454-11A","Tumor","T cells follicular helper",0.0341828038785747
"4012","TCGA-BR-6564-11A","Tumor","T cells follicular helper",0.0456199192203039
"4013","TCGA-BR-A44T-01A","Tumor","T cells follicular helper",0.0575247396116675
"4014","TCGA-BR-6564-01A","Tumor","T cells follicular helper",0.000392935286135496
"4015","TCGA-FP-7998-01A","Tumor","T cells follicular helper",0.00506193104818977
"4016","TCGA-BR-6705-01A","Tumor","T cells follicular helper",0.0194701798630759
"4017","TCGA-IN-8462-01A","Tumor","T cells follicular helper",0.00828318386984576
"4018","TCGA-IN-8462-11A","Tumor","T cells follicular helper",0.0750864363487302
"4019","TCGA-CD-A487-01A","Tumor","T cells follicular helper",0.0209178868617334
"4020","TCGA-BR-4357-01A","Tumor","T cells follicular helper",0
"4021","TCGA-BR-7723-01A","Tumor","T cells follicular helper",0.0495038204089092
"4022","TCGA-SW-A7EB-01A","Tumor","T cells follicular helper",0.076364227416439
"4023","TCGA-BR-8487-01A","Tumor","T cells follicular helper",0.0498100546629166
"4024","TCGA-CG-4465-01A","Tumor","T cells follicular helper",0.0323109193847618
"4025","TCGA-D7-6527-01A","Tumor","T cells follicular helper",0
"4026","TCGA-VQ-A91Q-01A","Tumor","T cells follicular helper",0
"4027","TCGA-BR-7716-11A","Tumor","T cells follicular helper",0.0156371112963637
"4028","TCGA-HU-8608-01A","Tumor","T cells follicular helper",0.037271937401613
"4029","TCGA-FP-7916-01A","Tumor","T cells follicular helper",0.00650022700614834
"4030","TCGA-IN-8663-01A","Tumor","T cells follicular helper",0.0677761554202349
"4031","TCGA-BR-A4PD-01A","Tumor","T cells follicular helper",0
"4032","TCGA-VQ-A8DV-01A","Tumor","T cells follicular helper",0.0220243739165835
"4033","TCGA-IN-AB1V-01A","Tumor","T cells follicular helper",0
"4034","TCGA-CD-5801-01A","Tumor","T cells follicular helper",0.0419864058028443
"4035","TCGA-VQ-AA6F-01A","Tumor","T cells follicular helper",0.0456797005489115
"4036","TCGA-VQ-A8PP-01A","Tumor","T cells follicular helper",0.0481352679638935
"4037","TCGA-R5-A7ZR-01A","Tumor","T cells follicular helper",0
"4038","TCGA-BR-4280-01A","Tumor","T cells follicular helper",0.0541640917391514
"4039","TCGA-HU-8249-01A","Tumor","T cells follicular helper",0
"4040","TCGA-CG-4305-01A","Tumor","T cells follicular helper",0.0696006131530074
"4041","TCGA-D7-6519-01A","Tumor","T cells follicular helper",0.0225306740258259
"4042","TCGA-RD-A8NB-01A","Tumor","T cells follicular helper",0.0922598971058759
"4043","TCGA-CG-5722-01A","Tumor","T cells follicular helper",0.0355514089710134
"4044","TCGA-RD-A8N6-01A","Tumor","T cells follicular helper",0
"4045","TCGA-HU-A4H0-01A","Tumor","T cells follicular helper",0.0751214516125466
"4046","TCGA-HU-8602-01A","Tumor","T cells follicular helper",0.0203852148817389
"4047","TCGA-CG-4476-01A","Tumor","T cells follicular helper",0.00683991207867381
"4048","TCGA-HF-7131-01A","Tumor","T cells follicular helper",0
"4049","TCGA-CD-5813-01A","Tumor","T cells follicular helper",0.0431470454170845
"4050","TCGA-BR-4361-01A","Tumor","T cells follicular helper",0.0307768818707577
"4051","TCGA-BR-4292-01A","Tumor","T cells follicular helper",0.0283157053025495
"4052","TCGA-FP-8211-01A","Tumor","T cells follicular helper",0.0323704631213619
"4053","TCGA-CG-5717-01A","Tumor","T cells follicular helper",0
"4054","TCGA-VQ-A925-01A","Tumor","T cells follicular helper",0.0077406614230812
"4055","TCGA-BR-8059-01A","Tumor","T cells follicular helper",0.0345564865897321
"4056","TCGA-CG-5719-01A","Tumor","T cells follicular helper",0
"4057","TCGA-D7-A6EV-01A","Tumor","T cells follicular helper",0.0728147010461974
"4058","TCGA-BR-6801-01A","Tumor","T cells follicular helper",0.0455134044853605
"4059","TCGA-VQ-A8PQ-01A","Tumor","T cells follicular helper",0.022073303431719
"4060","TCGA-BR-8592-01A","Tumor","T cells follicular helper",0.00918610097947573
"4061","TCGA-BR-8081-01A","Tumor","T cells follicular helper",0.0497594255222604
"4062","TCGA-FP-8209-01A","Tumor","T cells follicular helper",0.042723797412361
"4063","TCGA-BR-6710-01A","Tumor","T cells follicular helper",0.000238936741345275
"4064","TCGA-HU-A4GT-01A","Tumor","T cells follicular helper",0.0483454789462219
"4065","TCGA-BR-7197-01A","Tumor","T cells follicular helper",0.0144628825001166
"4066","TCGA-BR-4256-01A","Tumor","T cells follicular helper",0.0796885523472751
"4067","TCGA-HU-A4H2-01A","Tumor","T cells follicular helper",0.083433274588052
"4068","TCGA-CG-5720-01A","Tumor","T cells follicular helper",0
"4069","TCGA-VQ-A8DU-01A","Tumor","T cells follicular helper",0.0303860811976493
"4070","TCGA-D7-6817-01A","Tumor","T cells follicular helper",0.0707166356408207
"4071","TCGA-D7-A6EY-01A","Tumor","T cells follicular helper",0.0310349139110402
"4072","TCGA-CG-4306-01A","Tumor","T cells follicular helper",0.0248317794967197
"4073","TCGA-B7-A5TN-01A","Tumor","T cells follicular helper",0.0204530178651018
"4074","TCGA-VQ-AA6K-01A","Tumor","T cells follicular helper",0.0026864932776079
"4075","TCGA-BR-4191-01A","Tumor","T cells follicular helper",0.0381809502855225
"4076","TCGA-HU-8243-01A","Tumor","T cells follicular helper",0.0629523380833955
"4077","TCGA-VQ-A91Y-01A","Tumor","T cells follicular helper",0
"4078","TCGA-D7-8572-01A","Tumor","T cells follicular helper",0.0598327708515989
"4079","TCGA-VQ-A91W-01A","Tumor","T cells follicular helper",0.063890377518977
"4080","TCGA-BR-A4J4-01A","Tumor","T cells follicular helper",0.039152248213468
"4081","TCGA-CG-5733-11A","Tumor","T cells follicular helper",0.0370991925708137
"4082","TCGA-CG-4443-01A","Tumor","T cells follicular helper",0.0390932782777963
"4083","TCGA-BR-8589-01A","Tumor","T cells follicular helper",0.0671784787831539
"4084","TCGA-D7-6526-01A","Tumor","T cells follicular helper",0
"4085","TCGA-RD-A7BS-01A","Tumor","T cells follicular helper",0.0508015112277013
"4086","TCGA-CD-8532-01A","Tumor","T cells follicular helper",0.0604332918410901
"4087","TCGA-IN-7808-01A","Tumor","T cells follicular helper",0.085673602356489
"4088","TCGA-VQ-A8DZ-01A","Tumor","T cells follicular helper",0
"4089","TCGA-BR-6457-01A","Tumor","T cells regulatory (Tregs)",0.0473085662353464
"4090","TCGA-BR-6457-11A","Tumor","T cells regulatory (Tregs)",0.0530888897191723
"4091","TCGA-RD-A7BT-01A","Tumor","T cells regulatory (Tregs)",0.0781408398447109
"4092","TCGA-CD-8530-01A","Tumor","T cells regulatory (Tregs)",0.0427733350967428
"4093","TCGA-HU-A4H4-01A","Tumor","T cells regulatory (Tregs)",0.0210522991839503
"4094","TCGA-FP-A4BF-01A","Tumor","T cells regulatory (Tregs)",0.0404923786837433
"4095","TCGA-CG-5724-01A","Tumor","T cells regulatory (Tregs)",0
"4096","TCGA-F1-6874-01A","Tumor","T cells regulatory (Tregs)",0.0180973079996753
"4097","TCGA-D7-6820-01A","Tumor","T cells regulatory (Tregs)",0.107622380690711
"4098","TCGA-CG-5728-11A","Tumor","T cells regulatory (Tregs)",0.0433048308547851
"4099","TCGA-HU-A4G8-01A","Tumor","T cells regulatory (Tregs)",0.0183161146950745
"4100","TCGA-FP-7735-01A","Tumor","T cells regulatory (Tregs)",0.0858774170978412
"4101","TCGA-CG-4477-01A","Tumor","T cells regulatory (Tregs)",0.000444680990213575
"4102","TCGA-RD-A8MV-01A","Tumor","T cells regulatory (Tregs)",0.101811320759549
"4103","TCGA-D7-A6EX-01A","Tumor","T cells regulatory (Tregs)",0.0923453891551038
"4104","TCGA-HU-A4H6-01A","Tumor","T cells regulatory (Tregs)",0.113558282828963
"4105","TCGA-VQ-A8PC-01A","Tumor","T cells regulatory (Tregs)",0.000799043183414032
"4106","TCGA-BR-A4CS-01A","Tumor","T cells regulatory (Tregs)",0.00637235134492291
"4107","TCGA-CD-5803-01A","Tumor","T cells regulatory (Tregs)",0.0808157564996977
"4108","TCGA-BR-A4IV-01A","Tumor","T cells regulatory (Tregs)",0.0460348242745235
"4109","TCGA-CD-A4MJ-01A","Tumor","T cells regulatory (Tregs)",0.0712090659523634
"4110","TCGA-BR-7703-11A","Tumor","T cells regulatory (Tregs)",0.0209752196705797
"4111","TCGA-FP-A9TM-01A","Tumor","T cells regulatory (Tregs)",0.0422136453395578
"4112","TCGA-CD-8524-01A","Tumor","T cells regulatory (Tregs)",0.0950078128099563
"4113","TCGA-VQ-A91K-01A","Tumor","T cells regulatory (Tregs)",0.0276462535949483
"4114","TCGA-VQ-A91E-01A","Tumor","T cells regulatory (Tregs)",0
"4115","TCGA-CG-5734-01A","Tumor","T cells regulatory (Tregs)",0.0635198296131708
"4116","TCGA-HU-A4HB-01A","Tumor","T cells regulatory (Tregs)",0.0613989376313952
"4117","TCGA-BR-8060-01A","Tumor","T cells regulatory (Tregs)",0
"4118","TCGA-CD-8528-01A","Tumor","T cells regulatory (Tregs)",0.0585367166796343
"4119","TCGA-D7-8570-01A","Tumor","T cells regulatory (Tregs)",0.0928465939957358
"4120","TCGA-IN-AB1X-11A","Tumor","T cells regulatory (Tregs)",0.0829577699349107
"4121","TCGA-FP-8631-01A","Tumor","T cells regulatory (Tregs)",0.045259168235244
"4122","TCGA-CG-4444-01A","Tumor","T cells regulatory (Tregs)",0.0225165452724615
"4123","TCGA-BR-7196-01A","Tumor","T cells regulatory (Tregs)",0.0838136621053377
"4124","TCGA-BR-8296-01A","Tumor","T cells regulatory (Tregs)",0.0746754899892984
"4125","TCGA-BR-6803-01A","Tumor","T cells regulatory (Tregs)",0.0818344844951073
"4126","TCGA-CG-4460-01A","Tumor","T cells regulatory (Tregs)",0
"4127","TCGA-BR-8297-01A","Tumor","T cells regulatory (Tregs)",0.0446797524799659
"4128","TCGA-D7-5577-01A","Tumor","T cells regulatory (Tregs)",0.129941424214924
"4129","TCGA-CG-5734-11A","Tumor","T cells regulatory (Tregs)",0.0519910809022265
"4130","TCGA-VQ-A8PE-01A","Tumor","T cells regulatory (Tregs)",0.0887522024207863
"4131","TCGA-BR-7851-01A","Tumor","T cells regulatory (Tregs)",0
"4132","TCGA-BR-7851-11A","Tumor","T cells regulatory (Tregs)",0.0475637721549208
"4133","TCGA-CG-5730-11A","Tumor","T cells regulatory (Tregs)",0.0452895618951059
"4134","TCGA-BR-8679-01A","Tumor","T cells regulatory (Tregs)",0.0375932457555034
"4135","TCGA-VQ-A8P8-01A","Tumor","T cells regulatory (Tregs)",0.065099316464685
"4136","TCGA-BR-8591-01A","Tumor","T cells regulatory (Tregs)",0
"4137","TCGA-BR-A4PF-01A","Tumor","T cells regulatory (Tregs)",0
"4138","TCGA-BR-4187-01A","Tumor","T cells regulatory (Tregs)",0
"4139","TCGA-RD-A8N2-01A","Tumor","T cells regulatory (Tregs)",0.0442123840982711
"4140","TCGA-BR-7958-01A","Tumor","T cells regulatory (Tregs)",0.0746614797842145
"4141","TCGA-D7-A4YY-01A","Tumor","T cells regulatory (Tregs)",0.1140996952193
"4142","TCGA-CG-4475-01A","Tumor","T cells regulatory (Tregs)",0.0206723555735835
"4143","TCGA-HF-7134-01A","Tumor","T cells regulatory (Tregs)",0.0745464998637289
"4144","TCGA-BR-8291-01A","Tumor","T cells regulatory (Tregs)",0.0317610428538457
"4145","TCGA-D7-A4YX-01A","Tumor","T cells regulatory (Tregs)",0.0275650608722246
"4146","TCGA-D7-A4YU-01A","Tumor","T cells regulatory (Tregs)",0.0613283736831341
"4147","TCGA-R5-A7O7-01A","Tumor","T cells regulatory (Tregs)",0.0808427101966293
"4148","TCGA-VQ-A8PJ-01A","Tumor","T cells regulatory (Tregs)",0.109566461349793
"4149","TCGA-F1-6177-01A","Tumor","T cells regulatory (Tregs)",0.00147769325821864
"4150","TCGA-BR-A4QM-01A","Tumor","T cells regulatory (Tregs)",0.082964784927461
"4151","TCGA-CG-5723-01A","Tumor","T cells regulatory (Tregs)",0
"4152","TCGA-BR-A4J6-01A","Tumor","T cells regulatory (Tregs)",0.0386649829393066
"4153","TCGA-HU-8610-01A","Tumor","T cells regulatory (Tregs)",0.162114876873738
"4154","TCGA-HU-A4GC-11A","Tumor","T cells regulatory (Tregs)",0
"4155","TCGA-BR-4279-01A","Tumor","T cells regulatory (Tregs)",0
"4156","TCGA-HU-A4GC-01A","Tumor","T cells regulatory (Tregs)",0.0486010455917154
"4157","TCGA-IN-A7NU-01A","Tumor","T cells regulatory (Tregs)",0.0599756058598142
"4158","TCGA-BR-8690-01A","Tumor","T cells regulatory (Tregs)",0.0419330312662433
"4159","TCGA-BR-6452-01A","Tumor","T cells regulatory (Tregs)",0.113181154612383
"4160","TCGA-VQ-A91D-01A","Tumor","T cells regulatory (Tregs)",0.0122986880208661
"4161","TCGA-HU-A4G6-01A","Tumor","T cells regulatory (Tregs)",0.0588913337863196
"4162","TCGA-VQ-A91U-01A","Tumor","T cells regulatory (Tregs)",0.00203080739607213
"4163","TCGA-HU-A4H3-01A","Tumor","T cells regulatory (Tregs)",0.0466642095753263
"4164","TCGA-CG-4466-01A","Tumor","T cells regulatory (Tregs)",0
"4165","TCGA-HU-A4G2-01A","Tumor","T cells regulatory (Tregs)",0.041034456042643
"4166","TCGA-CG-4441-01A","Tumor","T cells regulatory (Tregs)",0
"4167","TCGA-RD-A8N1-01A","Tumor","T cells regulatory (Tregs)",0.0554575801532902
"4168","TCGA-D7-A4YV-01A","Tumor","T cells regulatory (Tregs)",0.086340254188035
"4169","TCGA-VQ-A91A-01A","Tumor","T cells regulatory (Tregs)",0.0460818763518183
"4170","TCGA-FP-A4BE-01A","Tumor","T cells regulatory (Tregs)",0.0146844860802082
"4171","TCGA-VQ-AA68-01A","Tumor","T cells regulatory (Tregs)",0.0801933020759697
"4172","TCGA-B7-A5TK-01A","Tumor","T cells regulatory (Tregs)",0.0542855612715491
"4173","TCGA-VQ-A923-01A","Tumor","T cells regulatory (Tregs)",0.0887653110242225
"4174","TCGA-EQ-8122-01A","Tumor","T cells regulatory (Tregs)",0.0802820349994766
"4175","TCGA-CD-8535-01A","Tumor","T cells regulatory (Tregs)",0.068262987185816
"4176","TCGA-D7-A74A-01A","Tumor","T cells regulatory (Tregs)",0.0763510074922338
"4177","TCGA-VQ-A8PO-01A","Tumor","T cells regulatory (Tregs)",0.0521446428594593
"4178","TCGA-VQ-AA6B-01A","Tumor","T cells regulatory (Tregs)",0.0672421814721183
"4179","TCGA-D7-6518-01A","Tumor","T cells regulatory (Tregs)",0.062190682007622
"4180","TCGA-B7-A5TJ-01A","Tumor","T cells regulatory (Tregs)",0.0682750191519993
"4181","TCGA-HU-A4GY-11A","Tumor","T cells regulatory (Tregs)",0
"4182","TCGA-BR-6852-11A","Tumor","T cells regulatory (Tregs)",0.105688598856905
"4183","TCGA-BR-6852-01A","Tumor","T cells regulatory (Tregs)",0.0790574886146544
"4184","TCGA-BR-4368-01A","Tumor","T cells regulatory (Tregs)",0
"4185","TCGA-CD-8529-01A","Tumor","T cells regulatory (Tregs)",0.053505035133979
"4186","TCGA-FP-7735-11A","Tumor","T cells regulatory (Tregs)",0
"4187","TCGA-BR-8678-01A","Tumor","T cells regulatory (Tregs)",0.0177340117405249
"4188","TCGA-BR-8485-01A","Tumor","T cells regulatory (Tregs)",0.0530894177627313
"4189","TCGA-IN-AB1X-01A","Tumor","T cells regulatory (Tregs)",0.133054421406793
"4190","TCGA-D7-A6EZ-01A","Tumor","T cells regulatory (Tregs)",0.0296547329531919
"4191","TCGA-BR-A4J2-01A","Tumor","T cells regulatory (Tregs)",0.0436908213204047
"4192","TCGA-BR-A4J8-01A","Tumor","T cells regulatory (Tregs)",0.0876345114249143
"4193","TCGA-CG-4469-01A","Tumor","T cells regulatory (Tregs)",0
"4194","TCGA-IN-A6RO-01A","Tumor","T cells regulatory (Tregs)",0.0571170162134449
"4195","TCGA-F1-6875-01A","Tumor","T cells regulatory (Tregs)",0.0591803764636444
"4196","TCGA-D7-6528-01A","Tumor","T cells regulatory (Tregs)",0.0346668076016995
"4197","TCGA-CD-8525-01A","Tumor","T cells regulatory (Tregs)",0.0444973722273982
"4198","TCGA-HU-A4HB-11A","Tumor","T cells regulatory (Tregs)",0
"4199","TCGA-D7-A747-01A","Tumor","T cells regulatory (Tregs)",0.109565383307885
"4200","TCGA-BR-A4J7-01A","Tumor","T cells regulatory (Tregs)",0.0763531533899908
"4201","TCGA-VQ-A928-01A","Tumor","T cells regulatory (Tregs)",0.0348302317205139
"4202","TCGA-BR-A4J5-01A","Tumor","T cells regulatory (Tregs)",0.0594873379157167
"4203","TCGA-HU-8604-01A","Tumor","T cells regulatory (Tregs)",0.0814294395227429
"4204","TCGA-FP-7829-01A","Tumor","T cells regulatory (Tregs)",0.0504283704531391
"4205","TCGA-BR-8363-01A","Tumor","T cells regulatory (Tregs)",0.0570841098667296
"4206","TCGA-BR-8058-01A","Tumor","T cells regulatory (Tregs)",0.0576484179826993
"4207","TCGA-BR-8364-01A","Tumor","T cells regulatory (Tregs)",0.0420009011148119
"4208","TCGA-BR-7715-11A","Tumor","T cells regulatory (Tregs)",0.0339174049305699
"4209","TCGA-BR-8384-01A","Tumor","T cells regulatory (Tregs)",0.0573789642144164
"4210","TCGA-R5-A805-01A","Tumor","T cells regulatory (Tregs)",0.0547303081432499
"4211","TCGA-RD-A8N5-01A","Tumor","T cells regulatory (Tregs)",0.016713849111874
"4212","TCGA-D7-6815-01A","Tumor","T cells regulatory (Tregs)",0.101224071958185
"4213","TCGA-CG-5721-11A","Tumor","T cells regulatory (Tregs)",0.0655362799786502
"4214","TCGA-VQ-A8P3-01A","Tumor","T cells regulatory (Tregs)",0.079353603049673
"4215","TCGA-IN-A7NT-01A","Tumor","T cells regulatory (Tregs)",0.0162168845814247
"4216","TCGA-FP-8099-01A","Tumor","T cells regulatory (Tregs)",0.0973407107872408
"4217","TCGA-BR-6566-01A","Tumor","T cells regulatory (Tregs)",0.0821570377744753
